Thu Jul 11 10:53:18 2013,,,,,
14224892,900,38750609,,,
14224893,600,38751209,,,
14224894,675,38751884,,,
14224895,675,38752559,,,
14224896,450,38753009,,,
14224897,975,38753984,,,
14224898,450,38754434,,,
14224899,825,38755259,,,
14224900,675,38755934,,,
14224901,450,38756384,,,
14224902,825,38757209,,,
14224903,600,38757809,,,
14224904,825,38758634,,,
14224905,600,38759234,,,
14224906,525,38759759,,,
14224907,825,38760584,,,
14224908,450,38761034,,,
14224909,975,38762009,,,
14224910,600,38762609,,,
14224911,525,38763134,,,
14224912,675,38763809,,,
14224913,600,38764409,,,
14224914,975,38765384,,,
14224915,450,38765834,,,
14224916,675,38766509,,,
14224917,675,38767184,,,
14224918,525,38767709,,,
14224919,900,38768609,,,
14224920,600,38769209,,,
14224921,675,38769884,,,
14224922,675,38770559,,,
14224923,450,38771009,,,
14224924,975,38771984,,,
14224925,450,38772434,,,
14224926,825,38773259,,,
14224927,675,38773934,,,
14224928,450,38774384,,,
14224929,825,38775209,,,
14224930,600,38775809,,,
14224931,825,38776634,,,
14224932,600,38777234,,,
14224933,525,38777759,,,
14224934,825,38778584,,,
14224935,450,38779034,,,
14224936,975,38780009,,,
14224937,600,38780609,,,
14224938,525,38781134,,,
14224939,675,38781809,,,
14224940,600,38782409,,,
14224941,975,38783384,,,
14224942,450,38783834,,,
14224943,675,38784509,,,
14224944,675,38785184,,,
14224945,525,38785709,,,
14224946,900,38786609,,,
14224947,600,38787209,,,
14224948,675,38787884,,,
14224949,675,38788559,,,
14224950,450,38789009,,,
14224951,975,38789984,,,
14224952,450,38790434,,,
14224953,825,38791259,,,
14224954,675,38791934,,,
14224955,450,38792384,,,
14224956,825,38793209,,,
14224957,600,38793809,,,
14224958,825,38794634,,,
14224959,600,38795234,,,
14224960,525,38795759,,,
14224961,825,38796584,,,
14224962,450,38797034,,,
14224963,975,38798009,,,
14224964,600,38798609,,,
14224965,525,38799134,,,
14224966,675,38799809,,,
14224967,600,38800409,,,
14224968,975,38801384,,,
14224969,450,38801834,,,
14224970,675,38802509,,,
14224971,675,38803184,,,
14224972,525,38803709,,,
14224973,900,38804609,,,
14224974,600,38805209,,,
14224975,675,38805884,,,
14224976,675,38806559,,,
14224977,450,38807009,,,
14224978,975,38807984,,,
14224979,450,38808434,,,
14224980,825,38809259,,,
14224981,675,38809934,,,
14224982,450,38810384,,,
14224983,825,38811209,,,
14224984,600,38811809,,,
14224985,825,38812634,,,
14224986,600,38813234,,,
14224987,525,38813759,,,
14224988,825,38814584,,,
14224989,450,38815034,,,
14224990,975,38816009,,,
14224991,600,38816609,,,
14224992,525,38817134,,,
14224993,675,38817809,,,
14224994,600,38818409,,,
14224995,975,38819384,,,
14224996,450,38819834,,,
14224997,675,38820509,,,
14224998,675,38821184,,,
14224999,525,38821709,,,
14225000,900,38822609,,,
14225001,600,38823209,,,
14225002,675,38823884,,,
14225003,675,38824559,,,
14225004,450,38825009,,,
14225005,975,38825984,,,
14225006,450,38826434,,,
14225007,825,38827259,,,
14225008,675,38827934,,,
14225009,450,38828384,,,
14225010,825,38829209,,,
14225011,600,38829809,,,
14225012,825,38830634,,,
14225013,600,38831234,,,
14225014,525,38831759,,,
14225015,825,38832584,,,
14225016,450,38833034,,,
14225017,975,38834009,,,
14225018,600,38834609,,,
14225019,525,38835134,,,
14225020,675,38835809,,,
14225021,600,38836409,,,
14225022,975,38837384,,,
14225023,450,38837834,,,
14225024,675,38838509,,,
14225025,675,38839184,,,
14225026,525,38839709,,,
14225027,900,38840609,,,
14225028,600,38841209,,,
14225029,675,38841884,,,
14225030,675,38842559,,,
14225031,450,38843009,,,
14225032,975,38843984,,,
14225033,450,38844434,,,
14225034,825,38845259,,,
14225035,675,38845934,,,
14225036,450,38846384,,,
14225037,825,38847209,,,
14225038,600,38847809,,,
14225039,825,38848634,,,
14225040,600,38849234,,,
14225041,525,38849759,,,
14225042,825,38850584,,,
14225043,450,38851034,,,
14225044,975,38852009,,,
14225045,600,38852609,,,
14225046,525,38853134,,,
14225047,675,38853809,,,
14225048,600,38854409,,,
14225049,975,38855384,,,
14225050,450,38855834,,,
14225051,675,38856509,,,
14225052,675,38857184,,,
14225053,525,38857709,,,
14225054,900,38858609,,,
14225055,600,38859209,,,
14225056,675,38859884,,,
14225057,675,38860559,,,
14225058,450,38861009,,,
14225059,975,38861984,,,
14225060,450,38862434,,,
14225061,825,38863259,,,
14225062,675,38863934,,,
14225063,450,38864384,,,
14225064,825,38865209,,,
14225065,600,38865809,,,
14225066,825,38866634,,,
14225067,600,38867234,,,
14225068,525,38867759,,,
14225069,825,38868584,,,
14225070,450,38869034,,,
14225071,975,38870009,,,
14225072,600,38870609,,,
14225073,525,38871134,,,
14225074,675,38871809,,,
14225075,600,38872409,,,
14225076,975,38873384,,,
14225077,450,38873834,,,
14225078,675,38874509,,,
14225079,675,38875184,,,
14225080,525,38875709,,,
14225081,900,38876609,,,
14225082,600,38877209,,,
14225083,675,38877884,,,
14225084,675,38878559,,,
14225085,450,38879009,,,
14225086,975,38879984,,,
14225087,450,38880434,,,
14225088,825,38881259,,,
14225089,675,38881934,,,
14225090,450,38882384,,,
14225091,825,38883209,,,
14225092,600,38883809,,,
14225093,825,38884634,,,
14225094,600,38885234,,,
14225095,525,38885759,,,
14225096,825,38886584,,,
14225097,450,38887034,,,
14225098,975,38888009,,,
14225099,600,38888609,,,
14225100,525,38889134,,,
14225101,675,38889809,,,
14225102,600,38890409,,,
14225103,975,38891384,,,
14225104,450,38891834,,,
14225105,675,38892509,,,
14225106,675,38893184,,,
14225107,525,38893709,,,
14225108,900,38894609,,,
14225109,600,38895209,,,
14225110,675,38895884,,,
14225111,675,38896559,,,
14225112,450,38897009,,,
14225113,975,38897984,,,
14225114,450,38898434,,,
14225115,825,38899259,,,
14225116,675,38899934,,,
14225117,450,38900384,,,
14225118,825,38901209,,,
14225119,600,38901809,,,
14225120,825,38902634,,,
14225121,600,38903234,,,
14225122,525,38903759,,,
14225123,825,38904584,,,
14225124,450,38905034,,,
14225125,975,38906009,,,
14225126,600,38906609,,,
14225127,525,38907134,,,
14225128,675,38907809,,,
14225129,600,38908409,,,
14225130,975,38909384,,,
14225131,450,38909834,,,
14225132,675,38910509,,,
14225133,675,38911184,,,
14225134,525,38911709,,,
14225135,900,38912609,,,
14225136,600,38913209,,,
14225137,675,38913884,,,
14225138,675,38914559,,,
14225139,450,38915009,,,
14225140,975,38915984,,,
14225141,450,38916434,,,
14225142,825,38917259,,,
14225143,675,38917934,,,
14225144,450,38918384,,,
14225145,825,38919209,,,
14225146,600,38919809,,,
14225147,825,38920634,,,
14225148,600,38921234,,,
14225149,525,38921759,,,
14225150,825,38922584,,,
14225151,450,38923034,,,
14225152,975,38924009,,,
14225153,600,38924609,,,
14225154,525,38925134,,,
14225155,675,38925809,,,
14225156,600,38926409,,,
14225157,975,38927384,,,
14225158,450,38927834,,,
14225159,675,38928509,,,
14225160,675,38929184,,,
14225161,525,38929709,,,
14225162,900,38930609,,,
14225163,600,38931209,,,
14225164,675,38931884,,,
14225165,675,38932559,,,
14225166,450,38933009,,,
14225167,975,38933984,,,
14225168,450,38934434,,,
14225169,825,38935259,,,
14225170,675,38935934,,,
14225171,450,38936384,,,
14225172,825,38937209,,,
14225173,600,38937809,,,
14225174,825,38938634,,,
14225175,600,38939234,,,
14225176,525,38939759,,,
14225177,825,38940584,,,
14225178,450,38941034,,,
14225179,975,38942009,,,
14225180,600,38942609,,,
14225181,525,38943134,,,
14225182,675,38943809,,,
14225183,600,38944409,,,
14225184,975,38945384,,,
14225185,450,38945834,,,
14225186,675,38946509,,,
14225187,675,38947184,,,
14225188,525,38947709,,,
14225189,900,38948609,,,
14225190,600,38949209,,,
14225191,675,38949884,,,
14225192,675,38950559,,,
14225193,450,38951009,,,
14225194,975,38951984,,,
14225195,450,38952434,,,
14225196,825,38953259,,,
14225197,675,38953934,,,
14225198,450,38954384,,,
14225199,825,38955209,,,
14225200,600,38955809,,,
14225201,825,38956634,,,
14225202,600,38957234,,,
14225203,525,38957759,,,
14225204,825,38958584,,,
14225205,450,38959034,,,
14225206,975,38960009,,,
14225207,600,38960609,,,
14225208,525,38961134,,,
14225209,675,38961809,,,
14225210,600,38962409,,,
14225211,975,38963384,,,
14225212,450,38963834,,,
14225213,675,38964509,,,
14225214,675,38965184,,,
14225215,525,38965709,,,
14225216,900,38966609,,,
14225217,600,38967209,,,
14225218,675,38967884,,,
14225219,675,38968559,,,
14225220,450,38969009,,,
14225221,975,38969984,,,
14225222,450,38970434,,,
14225223,825,38971259,,,
14225224,675,38971934,,,
14225225,450,38972384,,,
14225226,825,38973209,,,
14225227,600,38973809,,,
14225228,825,38974634,,,
14225229,600,38975234,,,
14225230,525,38975759,,,
14225231,825,38976584,,,
14225232,450,38977034,,,
14225233,975,38978009,,,
14225234,600,38978609,,,
14225235,525,38979134,,,
14225236,675,38979809,,,
14225237,600,38980409,,,
14225238,975,38981384,,,
14225239,450,38981834,,,
14225240,675,38982509,,,
14225241,675,38983184,,,
14225242,525,38983709,,,
14225243,900,38984609,,,
14225244,600,38985209,,,
14225245,675,38985884,,,
14225246,675,38986559,,,
14225247,450,38987009,,,
14225248,975,38987984,,,
14225249,450,38988434,,,
14225250,825,38989259,,,
14225251,675,38989934,,,
14225252,450,38990384,,,
14225253,825,38991209,,,
14225254,600,38991809,,,
14225255,825,38992634,,,
14225256,600,38993234,,,
14225257,525,38993759,,,
14225258,825,38994584,,,
14225259,450,38995034,,,
14225260,975,38996009,,,
14225261,600,38996609,,,
14225262,525,38997134,,,
14225263,675,38997809,,,
14225264,600,38998409,,,
14225265,975,38999384,,,
14225266,450,38999834,,,
14225267,675,39000509,,,
14225268,675,39001184,,,
14225269,525,39001709,,,
14225270,900,39002609,,,
14225271,600,39003209,,,
14225272,675,39003884,,,
14225273,675,39004559,,,
14225274,450,39005009,,,
14225275,975,39005984,,,
14225276,450,39006434,,,
14225277,825,39007259,,,
14225278,675,39007934,,,
14225279,450,39008384,,,
14225280,825,39009209,,,
14225281,600,39009809,,,
14225282,825,39010634,,,
14225283,600,39011234,,,
14225284,525,39011759,,,
14225285,825,39012584,,,
14225286,450,39013034,,,
14225287,975,39014009,,,
14225288,600,39014609,,,
14225289,525,39015134,,,
14225290,675,39015809,,,
14225291,600,39016409,,,
14225292,975,39017384,,,
14225293,450,39017834,,,
14225294,675,39018509,,,
14225295,675,39019184,,,
14225296,525,39019709,,,
14225297,900,39020609,,,
14225298,600,39021209,,,
14225299,675,39021884,,,
14225300,675,39022559,,,
14225301,450,39023009,,,
14225302,975,39023984,,,
14225303,450,39024434,,,
14225304,825,39025259,,,
14225305,675,39025934,,,
14225306,450,39026384,,,
14225307,825,39027209,,,
14225308,600,39027809,,,
14225309,825,39028634,,,
14225310,600,39029234,,,
14225311,525,39029759,,,
14225312,825,39030584,,,
14225313,450,39031034,,,
14225314,975,39032009,,,
14225315,600,39032609,,,
14225316,525,39033134,,,
14225317,675,39033809,,,
14225318,600,39034409,,,
14225319,975,39035384,,,
14225320,450,39035834,,,
14225321,675,39036509,,,
14225322,675,39037184,,,
14225323,525,39037709,,,
14225324,900,39038609,,,
14225325,600,39039209,,,
14225326,675,39039884,,,
14225327,675,39040559,,,
14225328,450,39041009,,,
14225329,975,39041984,,,
14225330,450,39042434,,,
14225331,825,39043259,,,
14225332,675,39043934,,,
14225333,450,39044384,,,
14225334,825,39045209,,,
14225335,600,39045809,,,
14225336,825,39046634,,,
14225337,600,39047234,,,
14225338,525,39047759,,,
14225339,825,39048584,,,
14225340,450,39049034,,,
14225341,975,39050009,,,
14225342,600,39050609,,,
14225343,525,39051134,,,
14225344,675,39051809,,,
14225345,600,39052409,,,
14225346,975,39053384,,,
14225347,450,39053834,,,
14225348,675,39054509,,,
14225349,675,39055184,,,
14225350,525,39055709,,,
14225351,900,39056609,,,
14225352,600,39057209,,,
14225353,675,39057884,,,
14225354,675,39058559,,,
14225355,450,39059009,,,
14225356,975,39059984,,,
14225357,450,39060434,,,
14225358,825,39061259,,,
14225359,675,39061934,,,
14225360,450,39062384,,,
14225361,825,39063209,,,
14225362,600,39063809,,,
14225363,825,39064634,,,
14225364,600,39065234,,,
14225365,525,39065759,,,
14225366,825,39066584,,,
14225367,450,39067034,,,
14225368,975,39068009,,,
14225369,600,39068609,,,
14225370,525,39069134,,,
14225371,675,39069809,,,
14225372,600,39070409,,,
14225373,975,39071384,,,
14225374,450,39071834,,,
14225375,675,39072509,,,
14225376,675,39073184,,,
14225377,525,39073709,,,
14225378,900,39074609,,,
14225379,600,39075209,,,
14225380,675,39075884,,,
14225381,675,39076559,,,
14225382,450,39077009,,,
14225383,975,39077984,,,
14225384,450,39078434,,,
14225385,825,39079259,,,
14225386,675,39079934,,,
14225387,450,39080384,,,
14225388,825,39081209,,,
14225389,600,39081809,,,
14225390,825,39082634,,,
14225391,600,39083234,,,
14225392,525,39083759,,,
14225393,825,39084584,,,
14225394,450,39085034,,,
14225395,975,39086009,,,
14225396,600,39086609,,,
14225397,525,39087134,,,
14225398,675,39087809,,,
14225399,600,39088409,,,
14225400,975,39089384,,,
14225401,450,39089834,,,
14225402,675,39090509,,,
14225403,675,39091184,,,
14225404,525,39091709,,,
14225405,900,39092609,,,
14225406,600,39093209,,,
14225407,675,39093884,,,
14225408,675,39094559,,,
14225409,450,39095009,,,
14225410,975,39095984,,,
14225411,450,39096434,,,
14225412,825,39097259,,,
14225413,675,39097934,,,
14225414,450,39098384,,,
14225415,825,39099209,,,
14225416,600,39099809,,,
14225417,825,39100634,,,
14225418,600,39101234,,,
14225419,525,39101759,,,
14225420,825,39102584,,,
14225421,450,39103034,,,
14225422,975,39104009,,,
14225423,600,39104609,,,
14225424,525,39105134,,,
14225425,675,39105809,,,
14225426,600,39106409,,,
14225427,975,39107384,,,
14225428,450,39107834,,,
14225429,675,39108509,,,
14225430,675,39109184,,,
14225431,525,39109709,,,
14225432,900,39110609,,,
14225433,600,39111209,,,
14225434,675,39111884,,,
14225435,675,39112559,,,
14225436,450,39113009,,,
14225437,975,39113984,,,
14225438,450,39114434,,,
14225439,825,39115259,,,
14225440,675,39115934,,,
14225441,450,39116384,,,
14225442,825,39117209,,,
14225443,600,39117809,,,
14225444,825,39118634,,,
14225445,600,39119234,,,
14225446,525,39119759,,,
14225447,825,39120584,,,
14225448,450,39121034,,,
14225449,975,39122009,,,
14225450,600,39122609,,,
14225451,525,39123134,,,
14225452,675,39123809,,,
14225453,600,39124409,,,
14225454,975,39125384,,,
14225455,450,39125834,,,
14225456,675,39126509,,,
14225457,675,39127184,,,
14225458,525,39127709,,,
14225459,900,39128609,,,
14225460,600,39129209,,,
14225461,675,39129884,,,
14225462,675,39130559,,,
14225463,450,39131009,,,
14225464,975,39131984,,,
14225465,450,39132434,,,
14225466,825,39133259,,,
14225467,675,39133934,,,
14225468,450,39134384,,,
14225469,825,39135209,,,
14225470,600,39135809,,,
14225471,825,39136634,,,
14225472,600,39137234,,,
14225473,525,39137759,,,
14225474,825,39138584,,,
14225475,450,39139034,,,
14225476,975,39140009,,,
14225477,600,39140609,,,
14225478,525,39141134,,,
14225479,675,39141809,,,
14225480,600,39142409,,,
14225481,975,39143384,,,
14225482,450,39143834,,,
14225483,675,39144509,,,
14225484,675,39145184,,,
14225485,525,39145709,,,
14225486,900,39146609,,,
14225487,600,39147209,,,
14225488,675,39147884,,,
14225489,675,39148559,,,
14225490,450,39149009,,,
14225491,975,39149984,,,
14225492,450,39150434,,,
14225493,825,39151259,,,
14225494,675,39151934,,,
14225495,450,39152384,,,
14225496,825,39153209,,,
14225497,600,39153809,,,
14225498,825,39154634,,,
14225499,600,39155234,,,
14225500,525,39155759,,,
14225501,825,39156584,,,
14225502,450,39157034,,,
14225503,975,39158009,,,
14225504,600,39158609,,,
14225505,525,39159134,,,
14225506,675,39159809,,,
14225507,600,39160409,,,
14225508,975,39161384,,,
14225509,450,39161834,,,
14225510,675,39162509,,,
14225511,675,39163184,,,
14225512,525,39163709,,,
14225513,900,39164609,,,
14225514,600,39165209,,,
14225515,675,39165884,,,
14225516,675,39166559,,,
14225517,450,39167009,,,
14225518,975,39167984,,,
14225519,450,39168434,,,
14225520,825,39169259,,,
14225521,675,39169934,,,
14225522,450,39170384,,,
14225523,825,39171209,,,
14225524,600,39171809,,,
14225525,825,39172634,,,
14225526,600,39173234,,,
14225527,525,39173759,,,
14225528,825,39174584,,,
14225529,450,39175034,,,
14225530,975,39176009,,,
14225531,600,39176609,,,
14225532,525,39177134,,,
14225533,675,39177809,,,
14225534,600,39178409,,,
14225535,975,39179384,,,
14225536,450,39179834,,,
14225537,675,39180509,,,
14225538,675,39181184,,,
14225539,525,39181709,,,
14225540,900,39182609,,,
14225541,600,39183209,,,
14225542,675,39183884,,,
14225543,675,39184559,,,
14225544,450,39185009,,,
14225545,975,39185984,,,
14225546,450,39186434,,,
14225547,825,39187259,,,
14225548,675,39187934,,,
14225549,450,39188384,,,
14225550,825,39189209,,,
14225551,600,39189809,,,
14225552,825,39190634,,,
14225553,600,39191234,,,
14225554,525,39191759,,,
14225555,825,39192584,,,
14225556,450,39193034,,,
14225557,975,39194009,,,
14225558,600,39194609,,,
14225559,525,39195134,,,
14225560,675,39195809,,,
14225561,600,39196409,,,
14225562,975,39197384,,,
14225563,450,39197834,,,
14225564,675,39198509,,,
14225565,675,39199184,,,
14225566,525,39199709,,,
14225567,900,39200609,,,
14225568,600,39201209,,,
14225569,675,39201884,,,
14225570,675,39202559,,,
14225571,450,39203009,,,
14225572,975,39203984,,,
14225573,450,39204434,,,
14225574,825,39205259,,,
14225575,675,39205934,,,
14225576,450,39206384,,,
14225577,825,39207209,,,
14225578,600,39207809,,,
14225579,825,39208634,,,
14225580,600,39209234,,,
14225581,525,39209759,,,
14225582,825,39210584,,,
14225583,450,39211034,,,
14225584,975,39212009,,,
14225585,600,39212609,,,
14225586,525,39213134,,,
14225587,675,39213809,,,
14225588,600,39214409,,,
14225589,975,39215384,,,
14225590,450,39215834,,,
14225591,675,39216509,,,
14225592,675,39217184,,,
14225593,525,39217709,,,
14225594,900,39218609,,,
14225595,600,39219209,,,
14225596,675,39219884,,,
14225597,675,39220559,,,
14225598,450,39221009,,,
14225599,975,39221984,,,
14225600,450,39222434,,,
14225601,825,39223259,,,
14225602,675,39223934,,,
14225603,450,39224384,,,
14225604,825,39225209,,,
14225605,600,39225809,,,
14225606,825,39226634,,,
14225607,600,39227234,,,
14225608,525,39227759,,,
14225609,825,39228584,,,
14225610,450,39229034,,,
14225611,975,39230009,,,
14225612,600,39230609,,,
14225613,525,39231134,,,
14225614,675,39231809,,,
14225615,600,39232409,,,
14225616,975,39233384,,,
14225617,450,39233834,,,
14225618,675,39234509,,,
14225619,675,39235184,,,
14225620,525,39235709,,,
14225621,900,39236609,,,
14225622,600,39237209,,,
14225623,675,39237884,,,
14225624,675,39238559,,,
14225625,450,39239009,,,
14225626,975,39239984,,,
14225627,450,39240434,,,
14225628,825,39241259,,,
14225629,675,39241934,,,
14225630,450,39242384,,,
14225631,825,39243209,,,
14225632,600,39243809,,,
14225633,825,39244634,,,
14225634,600,39245234,,,
14225635,525,39245759,,,
14225636,825,39246584,,,
14225637,450,39247034,,,
14225638,975,39248009,,,
14225639,600,39248609,,,
14225640,525,39249134,,,
14225641,675,39249809,,,
14225642,600,39250409,,,
14225643,975,39251384,,,
14225644,450,39251834,,,
14225645,675,39252509,,,
14225646,675,39253184,,,
14225647,525,39253709,,,
14225648,900,39254609,,,
14225649,600,39255209,,,
14225650,675,39255884,,,
14225651,675,39256559,,,
14225652,450,39257009,,,
14225653,975,39257984,,,
14225654,450,39258434,,,
14225655,825,39259259,,,
14225656,675,39259934,,,
14225657,450,39260384,,,
14225658,825,39261209,,,
14225659,600,39261809,,,
14225660,825,39262634,,,
14225661,600,39263234,,,
14225662,525,39263759,,,
14225663,825,39264584,,,
14225664,450,39265034,,,
14225665,975,39266009,,,
14225666,600,39266609,,,
14225667,525,39267134,,,
14225668,675,39267809,,,
14225669,600,39268409,,,
14225670,975,39269384,,,
14225671,450,39269834,,,
14225672,675,39270509,,,
14225673,675,39271184,,,
14225674,525,39271709,,,
14225675,900,39272609,,,
14225676,600,39273209,,,
14225677,675,39273884,,,
14225678,675,39274559,,,
14225679,450,39275009,,,
14225680,975,39275984,,,
14225681,450,39276434,,,
14225682,825,39277259,,,
14225683,675,39277934,,,
14225684,450,39278384,,,
14225685,825,39279209,,,
14225686,600,39279809,,,
14225687,825,39280634,,,
14225688,600,39281234,,,
14225689,525,39281759,,,
14225690,825,39282584,,,
14225691,450,39283034,,,
14225692,975,39284009,,,
14225693,600,39284609,,,
14225694,525,39285134,,,
14225695,675,39285809,,,
14225696,600,39286409,,,
14225697,975,39287384,,,
14225698,450,39287834,,,
14225699,675,39288509,,,
14225700,675,39289184,,,
14225701,525,39289709,,,
14225702,900,39290609,,,
14225703,600,39291209,,,
14225704,675,39291884,,,
14225705,675,39292559,,,
14225706,450,39293009,,,
14225707,975,39293984,,,
14225708,450,39294434,,,
14225709,825,39295259,,,
14225710,675,39295934,,,
14225711,450,39296384,,,
14225712,825,39297209,,,
14225713,600,39297809,,,
14225714,825,39298634,,,
14225715,600,39299234,,,
14225716,525,39299759,,,
14225717,825,39300584,,,
14225718,450,39301034,,,
14225719,975,39302009,,,
14225720,600,39302609,,,
14225721,525,39303134,,,
14225722,675,39303809,,,
14225723,600,39304409,,,
14225724,975,39305384,,,
14225725,450,39305834,,,
14225726,675,39306509,,,
14225727,675,39307184,,,
14225728,525,39307709,,,
14225729,900,39308609,,,
14225730,600,39309209,,,
14225731,675,39309884,,,
14225732,675,39310559,,,
14225733,450,39311009,,,
14225734,975,39311984,,,
14225735,450,39312434,,,
14225736,825,39313259,,,
14225737,675,39313934,,,
14225738,450,39314384,,,
14225739,825,39315209,,,
14225740,600,39315809,,,
14225741,825,39316634,,,
14225742,600,39317234,,,
14225743,525,39317759,,,
14225744,825,39318584,,,
14225745,450,39319034,,,
14225746,975,39320009,,,
14225747,600,39320609,,,
14225748,525,39321134,,,
14225749,675,39321809,,,
14225750,600,39322409,,,
14225751,975,39323384,,,
14225752,450,39323834,,,
14225753,675,39324509,,,
14225754,675,39325184,,,
14225755,525,39325709,,,
14225756,900,39326609,,,
14225757,600,39327209,,,
14225758,675,39327884,,,
14225759,675,39328559,,,
14225760,450,39329009,,,
14225761,975,39329984,,,
14225762,450,39330434,,,
14225763,825,39331259,,,
14225764,675,39331934,,,
14225765,450,39332384,,,
14225766,825,39333209,,,
14225767,600,39333809,,,
14225768,825,39334634,,,
14225769,600,39335234,,,
14225770,525,39335759,,,
14225771,825,39336584,,,
14225772,450,39337034,,,
14225773,975,39338009,,,
14225774,600,39338609,,,
14225775,525,39339134,,,
14225776,675,39339809,,,
14225777,600,39340409,,,
14225778,975,39341384,,,
14225779,450,39341834,,,
14225780,675,39342509,,,
14225781,675,39343184,,,
14225782,525,39343709,,,
14225783,900,39344609,,,
14225784,600,39345209,,,
14225785,675,39345884,,,
14225786,675,39346559,,,
14225787,450,39347009,,,
14225788,975,39347984,,,
14225789,450,39348434,,,
14225790,825,39349259,,,
14225791,675,39349934,,,
14225792,450,39350384,,,
14225793,825,39351209,,,
14225794,600,39351809,,,
14225795,825,39352634,,,
14225796,600,39353234,,,
14225797,525,39353759,,,
14225798,825,39354584,,,
14225799,450,39355034,,,
14225800,975,39356009,,,
14225801,600,39356609,,,
14225802,525,39357134,,,
14225803,675,39357809,,,
14225804,600,39358409,,,
14225805,975,39359384,,,
14225806,450,39359834,,,
14225807,675,39360509,,,
14225808,675,39361184,,,
14225809,525,39361709,,,
14225810,900,39362609,,,
14225811,600,39363209,,,
14225812,675,39363884,,,
14225813,675,39364559,,,
14225814,450,39365009,,,
14225815,975,39365984,,,
14225816,450,39366434,,,
14225817,825,39367259,,,
14225818,675,39367934,,,
14225819,450,39368384,,,
14225820,825,39369209,,,
14225821,600,39369809,,,
14225822,825,39370634,,,
14225823,600,39371234,,,
14225824,525,39371759,,,
14225825,825,39372584,,,
14225826,450,39373034,,,
14225827,975,39374009,,,
14225828,600,39374609,,,
14225829,525,39375134,,,
14225830,675,39375809,,,
14225831,600,39376409,,,
14225832,975,39377384,,,
14225833,450,39377834,,,
14225834,675,39378509,,,
14225835,675,39379184,,,
14225836,525,39379709,,,
14225837,900,39380609,,,
14225838,600,39381209,,,
14225839,675,39381884,,,
14225840,675,39382559,,,
14225841,450,39383009,,,
14225842,975,39383984,,,
14225843,450,39384434,,,
14225844,825,39385259,,,
14225845,675,39385934,,,
14225846,450,39386384,,,
14225847,825,39387209,,,
14225848,600,39387809,,,
14225849,825,39388634,,,
14225850,600,39389234,,,
14225851,525,39389759,,,
14225852,825,39390584,,,
14225853,450,39391034,,,
14225854,975,39392009,,,
14225855,600,39392609,,,
14225856,525,39393134,,,
14225857,675,39393809,,,
14225858,600,39394409,,,
14225859,975,39395384,,,
14225860,450,39395834,,,
14225861,675,39396509,,,
14225862,675,39397184,,,
14225863,525,39397709,,,
14225864,900,39398609,,,
14225865,600,39399209,,,
14225866,675,39399884,,,
14225867,675,39400559,,,
14225868,450,39401009,,,
14225869,975,39401984,,,
14225870,450,39402434,,,
14225871,825,39403259,,,
14225872,675,39403934,,,
14225873,450,39404384,,,
14225874,825,39405209,,,
14225875,600,39405809,,,
14225876,825,39406634,,,
14225877,600,39407234,,,
14225878,525,39407759,,,
14225879,825,39408584,,,
14225880,450,39409034,,,
14225881,975,39410009,,,
14225882,600,39410609,,,
14225883,525,39411134,,,
14225884,675,39411809,,,
14225885,600,39412409,,,
14225886,975,39413384,,,
14225887,450,39413834,,,
14225888,675,39414509,,,
14225889,675,39415184,,,
14225890,525,39415709,,,
14225891,900,39416609,,,
14225892,600,39417209,,,
14225893,675,39417884,,,
14225894,675,39418559,,,
14225895,450,39419009,,,
14225896,975,39419984,,,
14225897,450,39420434,,,
14225898,825,39421259,,,
14225899,675,39421934,,,
14225900,450,39422384,,,
14225901,825,39423209,,,
14225902,600,39423809,,,
14225903,825,39424634,,,
14225904,600,39425234,,,
14225905,525,39425759,,,
14225906,825,39426584,,,
14225907,450,39427034,,,
14225908,975,39428009,,,
14225909,600,39428609,,,
14225910,525,39429134,,,
14225911,675,39429809,,,
14225912,600,39430409,,,
14225913,975,39431384,,,
14225914,450,39431834,,,
14225915,675,39432509,,,
14225916,675,39433184,,,
14225917,525,39433709,,,
14225918,900,39434609,,,
14225919,600,39435209,,,
14225920,675,39435884,,,
14225921,675,39436559,,,
14225922,450,39437009,,,
14225923,975,39437984,,,
14225924,450,39438434,,,
14225925,825,39439259,,,
14225926,675,39439934,,,
14225927,450,39440384,,,
14225928,825,39441209,,,
14225929,600,39441809,,,
14225930,825,39442634,,,
14225931,600,39443234,,,
14225932,525,39443759,,,
14225933,825,39444584,,,
14225934,450,39445034,,,
14225935,975,39446009,,,
14225936,600,39446609,,,
14225937,525,39447134,,,
14225938,675,39447809,,,
14225939,600,39448409,,,
14225940,975,39449384,,,
14225941,450,39449834,,,
14225942,675,39450509,,,
14225943,675,39451184,,,
14225944,525,39451709,,,
14225945,900,39452609,,,
14225946,600,39453209,,,
14225947,675,39453884,,,
14225948,675,39454559,,,
14225949,450,39455009,,,
14225950,975,39455984,,,
14225951,450,39456434,,,
14225952,825,39457259,,,
14225953,675,39457934,,,
14225954,450,39458384,,,
14225955,825,39459209,,,
14225956,600,39459809,,,
14225957,825,39460634,,,
14225958,600,39461234,,,
14225959,525,39461759,,,
14225960,825,39462584,,,
14225961,450,39463034,,,
14225962,975,39464009,,,
14225963,600,39464609,,,
14225964,525,39465134,,,
14225965,675,39465809,,,
14225966,600,39466409,,,
